Ensembl Gene ID	Associated Gene Name	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]
ENSMUSG00000061981	Flot2	NM_001040403	
ENSMUSG00000032289	Thsd4	NM_001040426	
ENSMUSG00000037313	Tacc3	NM_001040435	
ENSMUSG00000068270	Shroom4	NM_001040459	
ENSMUSG00000092035	Peg10	NM_001040611	
ENSMUSG00000028149	Rap1gds1	NM_001040690	
ENSMUSG00000029591	Ung	NM_001040691	
ENSMUSG00000043262	Uevld	NM_001040695	
ENSMUSG00000029047	Pex10	NM_001042407	
ENSMUSG00000024571	Gm16286	NM_001042408	
ENSMUSG00000028641	Lepre1	NM_001042411	
ENSMUSG00000029414	Kntc1	NM_001042421	
ENSMUSG00000025889	Snca	NM_001042451	
ENSMUSG00000015341	Golga7	NM_001042484	
ENSMUSG00000042305	Tmem183a	NM_001042485	
ENSMUSG00000061689	Dlgap4	NM_001042487	
ENSMUSG00000061689	Dlgap4	NM_001042488	
ENSMUSG00000029472	Anapc5	NM_001042491	
ENSMUSG00000022827	Rabl3	NM_001042499	
ENSMUSG00000058503	Fam133b	NM_001042501	
ENSMUSG00000028023	Pitx2	NM_001042502	
ENSMUSG00000020250	Txnrd1	NM_001042514	
ENSMUSG00000030528	Blm	NM_001042527	
ENSMUSG00000018428	Akap1	NM_001042541	
ENSMUSG00000074794	Arrdc3	NM_001042591	
ENSMUSG00000042659	Arrdc4	NM_001042592	
ENSMUSG00000032547	Ryk	NM_001042607	
ENSMUSG00000040669	Phc1	NM_001042623	
ENSMUSG00000026034	Clk1	NM_001042634	
ENSMUSG00000038506	Dcun1d2	NM_001042649	
ENSMUSG00000038506	Dcun1d2	NM_001042651	
ENSMUSG00000072980	Oip5	NM_001042653	
ENSMUSG00000038520	Tbc1d17	NM_001042655	
ENSMUSG00000025880	Smad7	NM_001042660	
ENSMUSG00000031586	Rbpms	NM_001042674	
ENSMUSG00000031586	Rbpms	NM_001042675	
ENSMUSG00000032178	Ilf3	NM_001042708	
ENSMUSG00000032340	Neo1	NM_001042752	
ENSMUSG00000058070	Eml1	NM_001043336	
ENSMUSG00000021635	Rad17	NM_001044371	
ENSMUSG00000020923	Ubtf	NM_001044383	
ENSMUSG00000030249	Abcc9	NM_001044720	
ENSMUSG00000058291	Zfp68	NM_001044747	
ENSMUSG00000061898	Rbak	NM_001045482	
ENSMUSG00000041775	Mapk1ip1	NM_001045483	
ENSMUSG00000057101	Zfp180	NM_001045486	
ENSMUSG00000030605	Mfge8	NM_001045489	
ENSMUSG00000026014	Raph1	NM_001045513	
ENSMUSG00000022973	Synj1	NM_001045515	
ENSMUSG00000006169	Clint1	NM_001045520	
ENSMUSG00000040007	Bahd1	NM_001045523	
ENSMUSG00000044795	Cyb5d1	NM_001045525	
ENSMUSG00000066151	Fkbp15	NM_001045528	
ENSMUSG00000039456	Morc3	NM_001045529	
ENSMUSG00000044707	Ccnjl	NM_001045530	
ENSMUSG00000055670	Zzef1	NM_001045536	
ENSMUSG00000068206	Pick1	NM_001045558	
ENSMUSG00000053390	Zfp952	NM_001045559	
ENSMUSG00000048109	Rbm15	NM_001045807	
ENSMUSG00000024369	Nelfe	NM_001045863	
ENSMUSG00000061479	Snrpa	NM_001046637	
ENSMUSG00000021215	Net1	NM_001047159	
ENSMUSG00000034848	Ttc21b	NM_001047604	
ENSMUSG00000057322	Rpl38	NM_001048058	
ENSMUSG00000020358	Hnrnpab	NM_001048061	
ENSMUSG00000027582	Zgpat	NM_001048148	
ENSMUSG00000032897	Nfyc	NM_001048168	
ENSMUSG00000073888	Ccl27a	NM_001048179	
ENSMUSG00000029165	Agbl5	NM_001048192	
ENSMUSG00000090523	Gypc	NM_001048207	
ENSMUSG00000064127	Med14	NM_001048208	
ENSMUSG00000071180	Smim15	NM_001048250	
ENSMUSG00000009470	Tnpo1	NM_001048267	
ENSMUSG00000057738	Sptan1	NM_001076554	
ENSMUSG00000072640	Lyrm9	NM_001076681	
ENSMUSG00000009575	Cbx5	NM_001076789	
ENSMUSG00000023175	Bsg	NM_001077184	
ENSMUSG00000058835	Abi1	NM_001077192	
ENSMUSG00000060279	Ap2a1	NM_001077264	
ENSMUSG00000000568	Hnrnpd	NM_001077265	
ENSMUSG00000023092	Fhl1	NM_001077361	
ENSMUSG00000023092	Fhl1	NM_001077362	
ENSMUSG00000006498	Ptbp1	NM_001077363	
ENSMUSG00000031431	Tsc22d3	NM_001077364	
ENSMUSG00000028048	Gba	NM_001077411	
ENSMUSG00000041417	Pik3r1	NM_001077495	
ENSMUSG00000020857	Nme2	NM_001077529	
ENSMUSG00000029381	Shroom3	NM_001077595	
ENSMUSG00000034263	Vwa9	NM_001077631	
ENSMUSG00000045140	Pigw	NM_001077636	
ENSMUSG00000033788	Dysf	NM_001077694	
ENSMUSG00000090112	Shprh	NM_001077707	
ENSMUSG00000025862	Stag2	NM_001077712	
ENSMUSG00000042505	Acn9	NM_001077713	
ENSMUSG00000018379	Srsf1	NM_001078167	
ENSMUSG00000098301	Srsf1	NM_001078167	
ENSMUSG00000097394	TMEM134;	NM_001078649	
ENSMUSG00000048047	Zbtb33	NM_001079513	
ENSMUSG00000096054	Syne1	NM_001079686	
ENSMUSG00000021134	Srsf5	NM_001079695	
ENSMUSG00000022536	Glyr1	NM_001079814	
ENSMUSG00000055799	Tcf7l1	NM_001079822	
ENSMUSG00000020069	Hnrnph3	NM_001079824	
ENSMUSG00000025451	Paip1	NM_001079849	
ENSMUSG00000034681	Rnps1	NM_001080127	
ENSMUSG00000019961	Tmpo	NM_001080129	
ENSMUSG00000028478	Clta	NM_001080386	
ENSMUSG00000028676	Srsf10	NM_001080387	
ENSMUSG00000024969	Mark2	NM_001080388	
ENSMUSG00000024969	Mark2	NM_001080390	
ENSMUSG00000040565	Btaf1	NM_001080706	
ENSMUSG00000060261	Gtf2i	NM_001080746	
ENSMUSG00000060261	Gtf2i	NM_001080749	
ENSMUSG00000039512	Uhrf1bp1	NM_001080769	
ENSMUSG00000017774	Myo1c	NM_001080774	
ENSMUSG00000031575	Ash2l	NM_001080793	
ENSMUSG00000029405	G3bp2	NM_001080795	
ENSMUSG00000029405	G3bp2	NM_001080797	
ENSMUSG00000030406	Gipr	NM_001080815	
ENSMUSG00000042496	Prdm10	NM_001080817	
ENSMUSG00000033502	Cdc14a	NM_001080818	
ENSMUSG00000007880	Arid1a	NM_001080819	
ENSMUSG00000041961	Znrf3	NM_001080924	
ENSMUSG00000050910	Cdr2l	NM_001080929	
ENSMUSG00000069895	Atxn1l	NM_001080930	
ENSMUSG00000034297	Med13	NM_001080931	
ENSMUSG00000039275	Foxk2	NM_001080932	
ENSMUSG00000006288	Ttc5	NM_001080949	
ENSMUSG00000018678	Sp2	NM_001080964	
ENSMUSG00000089996	Tmsb15b2	NM_001080967	
ENSMUSG00000002546	Golga2	NM_001080968	
ENSMUSG00000011254	Thg1l	NM_001080969	
ENSMUSG00000003161	Sri	NM_001080974	
ENSMUSG00000039968	Rsbn1l	NM_001080977	
ENSMUSG00000003360	Ddx23	NM_001080981	
ENSMUSG00000030641	Ddias	NM_001080995	
ENSMUSG00000074578	1500012F01Rik	NM_001081005	
ENSMUSG00000036617	Etl4	NM_001081006	
ENSMUSG00000074220	Zfp382	NM_001081007	
ENSMUSG00000031314	Taf1	NM_001081008	
ENSMUSG00000021725	Parp8	NM_001081009	
ENSMUSG00000026425	Srgap2	NM_001081011	
ENSMUSG00000049878	Rlf	NM_001081013	
ENSMUSG00000022390	Zc3h7b	NM_001081016	
ENSMUSG00000046169	Adamts6	NM_001081020	
ENSMUSG00000032743	D430042O09Rik	NM_001081022	
ENSMUSG00000071350	Setdb2	NM_001081024	
ENSMUSG00000079659	Tmem243	NM_001081029	
ENSMUSG00000005371	Fbxo11	NM_001081034	
ENSMUSG00000020121	Srgap1	NM_001081037	
ENSMUSG00000039914	Coq10a	NM_001081040	
ENSMUSG00000024797	Vps51	NM_001081041	
ENSMUSG00000036057	Ptpn23	NM_001081043	
ENSMUSG00000018412	Kansl1	NM_001081045	
ENSMUSG00000002028	Kmt2a	NM_001081049	
ENSMUSG00000052062	Pard3b	NM_001081050	
ENSMUSG00000019863	Qrsl1	NM_001081054	
ENSMUSG00000000374	Trappc10	NM_001081055	
ENSMUSG00000034667	Xpot	NM_001081056	
ENSMUSG00000041297	Cdk13	NM_001081058	
ENSMUSG00000021371	Mcur1	NM_001081059	
ENSMUSG00000049658	Bdp1	NM_001081061	
ENSMUSG00000022197	Pdzd2	NM_001081064	
ENSMUSG00000052299	Ltn1	NM_001081068	
ENSMUSG00000054469	Lclat1	NM_001081071	
ENSMUSG00000073542	Cep76	NM_001081073	
ENSMUSG00000054237	Fra10ac1	NM_001081075	
ENSMUSG00000025200	Cwf19l1	NM_001081077	
ENSMUSG00000026158	Ogfrl1	NM_001081079	
ENSMUSG00000048874	Phf3	NM_001081080	
ENSMUSG00000026103	Gls	NM_001081081	
ENSMUSG00000042133	Ppig	NM_001081086	
ENSMUSG00000075307	Klhl41	NM_001081087	
ENSMUSG00000045624	Esf1	NM_001081090	
ENSMUSG00000068394	Cep152	NM_001081091	
ENSMUSG00000039117	Taf4a	NM_001081092	
ENSMUSG00000074513	Arfip1	NM_001081093	
ENSMUSG00000074182	Znhit6	NM_001081094	
ENSMUSG00000028799	Zfp362	NM_001081098	
ENSMUSG00000078521	Aunip	NM_001081099	
ENSMUSG00000037355	Uvssa	NM_001081101	
ENSMUSG00000057406	Whsc1	NM_001081102	
ENSMUSG00000039156	Stim2	NM_001081103	
ENSMUSG00000062329	Cytl1	NM_001081106	
ENSMUSG00000050552	Lamtor4	NM_001081108	
ENSMUSG00000038970	Lmtk2	NM_001081109	
ENSMUSG00000030059	Tmf1	NM_001081111	
ENSMUSG00000007827	Ankrd26	NM_001081112	
ENSMUSG00000040029	Ipo8	NM_001081113	
ENSMUSG00000013921	Clip3	NM_001081114	
ENSMUSG00000032875	Arhgef17	NM_001081116	
ENSMUSG00000031004	Mki67	NM_001081117	
ENSMUSG00000038611	Phrf1	NM_001081118	
ENSMUSG00000040396	Abhd13	NM_001081119	
ENSMUSG00000032534	Cep63	NM_001081122	
ENSMUSG00000021311	Mtr	NM_001081128	
ENSMUSG00000021913	Ogdhl	NM_001081130	
ENSMUSG00000043241	Upf2	NM_001081132	
ENSMUSG00000038844	Kif16b	NM_001081133	
ENSMUSG00000033361	Prrg3	NM_001081135	
ENSMUSG00000046572	Zfp518b	NM_001081144	
ENSMUSG00000049232	Tigd2	NM_001081145	
ENSMUSG00000031540	Kat6a	NM_001081149	
ENSMUSG00000039633	Lonrf1	NM_001081150	
ENSMUSG00000033054	Npat	NM_001081152	
ENSMUSG00000062151	Unc13c	NM_001081153	
ENSMUSG00000060657	Marf1	NM_001081154	
ENSMUSG00000044086	Lmod3	NM_001081157	
ENSMUSG00000020741	Cluh	NM_001081158	
ENSMUSG00000050530	Fam171a1	NM_001081161	
ENSMUSG00000032640	Chsy1	NM_001081163	
ENSMUSG00000036990	Otud4	NM_001081164	
ENSMUSG00000020519	Sap30l	NM_001081168	
ENSMUSG00000021143	Pacs2	NM_001081170	
ENSMUSG00000015647	Lama5	NM_001081171	
ENSMUSG00000031290	Lrch2	NM_001081173	
ENSMUSG00000038855	Itpkb	NM_001081175	
ENSMUSG00000035834	Polr3g	NM_001081176	
ENSMUSG00000060012	Kif13b	NM_001081177	
ENSMUSG00000056492	Gpr116	NM_001081178	
ENSMUSG00000039414	Heatr5b	NM_001081179	
ENSMUSG00000025971	9430016H08Rik	NM_001081181	
ENSMUSG00000060671	Atp8b2	NM_001081182	
ENSMUSG00000040720	1110037F02Rik	NM_001081183	
ENSMUSG00000038368	Focad	NM_001081184	
ENSMUSG00000068699	Flnc	NM_001081185	
ENSMUSG00000025785	Exosc7	NM_001081188	
ENSMUSG00000073016	Uprt	NM_001081189	
ENSMUSG00000051166	Eml5	NM_001081191	
ENSMUSG00000032338	Hcn4	NM_001081192	
ENSMUSG00000048661	Lemd3	NM_001081193	
ENSMUSG00000048118	Arid4a	NM_001081195	
ENSMUSG00000071659	Hnrnpul2	NM_001081196	
ENSMUSG00000079588	Tmem182	NM_001081198	
ENSMUSG00000045205	Dpy19l4	NM_001081201	
ENSMUSG00000038095	Sbno1	NM_001081203	
ENSMUSG00000051950	B3glct	NM_001081204	
ENSMUSG00000026248	Mrpl44	NM_001081210	
ENSMUSG00000038894	Irs2	NM_001081212	
ENSMUSG00000046324	Ermp1	NM_001081213	
ENSMUSG00000055491	Pprc1	NM_001081214	
ENSMUSG00000032253	Phip	NM_001081216	
ENSMUSG00000020246	Hcfc2	NM_001081218	
ENSMUSG00000054051	Ercc6	NM_001081221	
ENSMUSG00000024293	Esco1	NM_001081222	
ENSMUSG00000041238	Rbbp8	NM_001081223	
ENSMUSG00000036097	Fam178a	NM_001081225	
ENSMUSG00000079283	2310009B15Rik	NM_001081226	
ENSMUSG00000027806	Tsc22d2	NM_001081229	
ENSMUSG00000033900	Map9	NM_001081230	
ENSMUSG00000029190	D5Ertd579e	NM_001081232	
ENSMUSG00000029263	Pigg	NM_001081234	
ENSMUSG00000070576	Mn1	NM_001081235	
ENSMUSG00000032840	2410131K14Rik	NM_001081236	
ENSMUSG00000040102	Klhl42	NM_001081237	
ENSMUSG00000037134	Prmt10	NM_001081240	
ENSMUSG00000038604	Fam65a	NM_001081241	
ENSMUSG00000052698	Tln2	NM_001081242	
ENSMUSG00000034898	Filip1	NM_001081243	
ENSMUSG00000025280	Polr3a	NM_001081247	
ENSMUSG00000021614	Vcan	NM_001081249	
ENSMUSG00000060180	Myh13	NM_001081250	
ENSMUSG00000042323	Pbrm1	NM_001081251	
ENSMUSG00000042104	Uggt2	NM_001081252	
ENSMUSG00000022801	Lrch3	NM_001081255	
ENSMUSG00000038773	Kdm3b	NM_001081256	
ENSMUSG00000066595	Mfsd7b	NM_001081259	
ENSMUSG00000033955	Tnks1bp1	NM_001081260	
ENSMUSG00000073792	Alg6	NM_001081264	
ENSMUSG00000025857	Heatr2	NM_001081265	
ENSMUSG00000035623	Rsf1	NM_001081267	
ENSMUSG00000054823	Whsc1l1	NM_001081269	
ENSMUSG00000028961	Pgd	NM_001081274	
ENSMUSG00000064302	Clasp1	NM_001081276	
ENSMUSG00000033083	Tbc1d4	NM_001081278	
ENSMUSG00000070056	Mfhas1	NM_001081279	
ENSMUSG00000060913	Trim55	NM_001081281	
ENSMUSG00000035941	Ibtk	NM_001081282	
ENSMUSG00000070047	Fat1	NM_001081286	
ENSMUSG00000037343	Taf2	NM_001081288	
ENSMUSG00000070476	Fam217b	NM_001081289	
ENSMUSG00000040225	Prrc2c	NM_001081290	
ENSMUSG00000040390	Map3k10	NM_001081292	
ENSMUSG00000028106	Rprd2	NM_001081293	
ENSMUSG00000028184	Lphn2	NM_001081298	
ENSMUSG00000046982	Tshz1	NM_001081300	
ENSMUSG00000022263	Trio	NM_001081302	
ENSMUSG00000026663	Atf6	NM_001081304	
ENSMUSG00000073557	Ppp1r12b	NM_001081307	
ENSMUSG00000061288	Taok3	NM_001081308	
ENSMUSG00000032571	Pik3r4	NM_001081309	
ENSMUSG00000063952	Brpf3	NM_001081315	
ENSMUSG00000038702	Dsel	NM_001081316	
ENSMUSG00000038658	Ric1	NM_001081319	
ENSMUSG00000029202	Pds5a	NM_001081321	
ENSMUSG00000038126	Mphosph9	NM_001081323	
ENSMUSG00000036902	Neto2	NM_001081324	
ENSMUSG00000033400	Agl	NM_001081326	
ENSMUSG00000034731	Dgkh	NM_001081336	
ENSMUSG00000001995	Sipa1l2	NM_001081337	
ENSMUSG00000044791	Setd2	NM_001081340	
ENSMUSG00000034007	Scaper	NM_001081341	
ENSMUSG00000028300	3110043O21Rik	NM_001081343	
ENSMUSG00000019790	Stxbp5	NM_001081344	
ENSMUSG00000078671	Chd2	NM_001081345	
ENSMUSG00000019944	Rhobtb1	NM_001081347	
ENSMUSG00000062980	Cped1	NM_001081351	
ENSMUSG00000033991	Ttc37	NM_001081352	
ENSMUSG00000059401	Mamld1	NM_001081354	
ENSMUSG00000057637	Prdm2	NM_001081355	
ENSMUSG00000073131	Vma21	NM_001081356	
ENSMUSG00000024242	Map4k3	NM_001081357	
ENSMUSG00000037487	Ubr5	NM_001081359	
ENSMUSG00000041570	Camsap2	NM_001081360	
ENSMUSG00000045482	Trrap	NM_001081362	
ENSMUSG00000026605	Cenpf	NM_001081363	
ENSMUSG00000036591	Arhgap21	NM_001081364	
ENSMUSG00000046727	Cystm1	NM_001081365	
ENSMUSG00000033287	Kctd17	NM_001081367	
ENSMUSG00000004462	Tbccd1	NM_001081368	
ENSMUSG00000037416	Dmxl1	NM_001081371	
ENSMUSG00000043987	Cep164	NM_001081373	
ENSMUSG00000036333	Kidins220	NM_001081378	
ENSMUSG00000035569	Ankrd11	NM_001081379	
ENSMUSG00000054836	Elp6	NM_001081381	
ENSMUSG00000071477	Zfp777	NM_001081382	
ENSMUSG00000038056	Kmt2c	NM_001081383	
ENSMUSG00000058056	Palld	NM_001081390	
ENSMUSG00000058006	Mdn1	NM_001081392	
ENSMUSG00000053094	Tmem248	NM_001081394	
ENSMUSG00000013076	Amotl1	NM_001081395	
ENSMUSG00000022364	Tbc1d31	NM_001081396	
ENSMUSG00000022507	1810013L24Rik	NM_001081400	
ENSMUSG00000039828	Wdr70	NM_001081402	
ENSMUSG00000034883	Lrr1	NM_001081406	
ENSMUSG00000072501	Phf20l1	NM_001081409	
ENSMUSG00000059834	Sclt1	NM_001081411	
ENSMUSG00000009681	Bcr	NM_001081412	
ENSMUSG00000028456	Unc13b	NM_001081413	
ENSMUSG00000079003	Samd1	NM_001081415	
ENSMUSG00000071984	Fndc1	NM_001081416	
ENSMUSG00000070808	Gltscr1	NM_001081418	
ENSMUSG00000020231	Dip2a	NM_001081419	
ENSMUSG00000038827	Fam206a	NM_001081420	
ENSMUSG00000061755	Bod1l	NM_001081422	
ENSMUSG00000012609	Ttll5	NM_001081423	
ENSMUSG00000038132	Rbm24	NM_001081425	
ENSMUSG00000048264	Dip2c	NM_001081426	
ENSMUSG00000019856	Fam184a	NM_001081428	
ENSMUSG00000036282	Naa30	NM_001081430	
ENSMUSG00000070420	Zscan25	NM_001081431	
ENSMUSG00000052331	Ankrd44	NM_001081433	
ENSMUSG00000064080	Fbln2	NM_001081437	
ENSMUSG00000039542	Ncam1	NM_001081445	
ENSMUSG00000021068	Nin	NM_001081453	
ENSMUSG00000030530	Furin	NM_001081454	
ENSMUSG00000017843	Ppp2r5c	NM_001081457	
ENSMUSG00000017843	Ppp2r5c	NM_001081458	
ENSMUSG00000030733	Sh2b1	NM_001081459	
ENSMUSG00000028693	Nasp	NM_001081475	
ENSMUSG00000063663	Brwd3	NM_001081477	
ENSMUSG00000001366	Fbxo9	NM_001081490	
ENSMUSG00000042473	Tbc1d8b	NM_001081499	
ENSMUSG00000044308	Ubr3	NM_001081548	
ENSMUSG00000022951	Rcan1	NM_001081549	
ENSMUSG00000014592	Camta1	NM_001081557	
ENSMUSG00000003527	Dgcr14	NM_001081633	
ENSMUSG00000059810	Rgs3	NM_001081650	
ENSMUSG00000040813	Tex264	NM_001081654	
ENSMUSG00000078794	Dact3	NM_001081655	
ENSMUSG00000034413	Neurl1b	NM_001081656	
ENSMUSG00000039841	Zfp800	NM_001081678	
ENSMUSG00000079215	Zfp664	NM_001081750	
ENSMUSG00000021288	Klc1	NM_001081959	
ENSMUSG00000033960	9430020K01Rik	NM_001081963	
ENSMUSG00000048222	Mfap1b	NM_001081975	
ENSMUSG00000001911	Nfix	NM_001081982	
ENSMUSG00000089768	Tmsb15b1	NM_001081983	
ENSMUSG00000022803	Popdc2	NM_001081984	
ENSMUSG00000028082	Sh3d19	NM_001082414	
ENSMUSG00000006471	Ndor1	NM_001082476	
ENSMUSG00000020658	Efr3b	NM_001082483	
ENSMUSG00000060510	Zfp266	NM_001082485	
ENSMUSG00000010607	Pigyl	NM_001082532	
ENSMUSG00000042292	Mkl1	NM_001082536	
ENSMUSG00000074227	Spint2	NM_001082548	
ENSMUSG00000039873	Neurl2	NM_001082974	
ENSMUSG00000022223	Sdr39u1	NM_001082975	
ENSMUSG00000034403	Pja1	NM_001083110	
ENSMUSG00000036167	Pphln1	NM_001083114	
ENSMUSG00000031921	Terf2	NM_001083118	
ENSMUSG00000022995	Enah	NM_001083120	
ENSMUSG00000029231	Pdgfra	NM_001083316	
ENSMUSG00000009741	Ubp1	NM_001083319	
ENSMUSG00000045095	Magi1	NM_001083321	
ENSMUSG00000040667	Nup88	NM_001083331	
ENSMUSG00000024381	Bin1	NM_001083334	
ENSMUSG00000020422	Tns3	NM_001083587	
ENSMUSG00000050088	1600012H06Rik	NM_001083882	
ENSMUSG00000024038	Ndufv3	NM_001083891	
ENSMUSG00000026566	Mpzl1	NM_001083897	
ENSMUSG00000038212	Hiatl1	NM_001083901	
ENSMUSG00000027466	Rbck1	NM_001083921	
ENSMUSG00000030035	Wbp1	NM_001083923	
ENSMUSG00000032492	Pth1r	NM_001083935	
ENSMUSG00000031156	Slc35a2	NM_001083937	
ENSMUSG00000095687	Rnaset2a	NM_001083938	
ENSMUSG00000023806	Rsph3b	NM_001083945	
ENSMUSG00000007812	Zfp655	NM_001083958	
ENSMUSG00000053477	Tcf4	NM_001083967	
ENSMUSG00000069729	Arid1b	NM_001085355	
ENSMUSG00000026207	Speg	NM_001085370	
ENSMUSG00000071856	Mcc	NM_001085374	
ENSMUSG00000074652	Myh7b	NM_001085378	
ENSMUSG00000026927	Sdccag3	NM_001085408	
ENSMUSG00000022253	Nadk2	NM_001085410	
ENSMUSG00000068551	Zfp467	NM_001085415	
ENSMUSG00000068551	Zfp467	NM_001085417	
ENSMUSG00000038984	Tspyl5	NM_001085421	
ENSMUSG00000049323	Smcr8	NM_001085440	
ENSMUSG00000034101	Ctnnd1	NM_001085449	
ENSMUSG00000034101	Ctnnd1	NM_001085453	
ENSMUSG00000022185	Acin1	NM_001085473	
ENSMUSG00000039852	Rere	NM_001085492	
ENSMUSG00000050323	Ndufaf6	NM_001085493	
ENSMUSG00000074582	Arfgef2	NM_001085495	
ENSMUSG00000025371	Chmp6	NM_001085498	
ENSMUSG00000078695	Cisd3	NM_001085500	
ENSMUSG00000049999	Ppp1r3d	NM_001085501	
ENSMUSG00000068966	Zbtb34	NM_001085507	
ENSMUSG00000078716	Tmem8b	NM_001085508	
ENSMUSG00000055436	Srsf11	NM_001093752	
ENSMUSG00000021711	Trappc13	NM_001093760	
ENSMUSG00000068566	Myadm	NM_001093764	
ENSMUSG00000097829	Myadm	NM_001093764	
ENSMUSG00000068566	Myadm	NM_001093765	
ENSMUSG00000097829	Myadm	NM_001093765	
ENSMUSG00000068566	Myadm	NM_001093766	
ENSMUSG00000097829	Myadm	NM_001093766	
ENSMUSG00000070871	Ccnyl1	NM_001097644	
ENSMUSG00000043099	Hic1	NM_001098203	
ENSMUSG00000072964	Bhlhb9	NM_001098222	
ENSMUSG00000040537	Adam22	NM_001098225	
ENSMUSG00000002249	Tead3	NM_001098226	
ENSMUSG00000049184	Purg	NM_001098233	
ENSMUSG00000027109	Sp3	NM_001098425	
ENSMUSG00000044221	Grsf1	NM_001098476	
ENSMUSG00000091736	Yy2	NM_001098723	
ENSMUSG00000040280	Ndufa4l2	NM_001098789	
ENSMUSG00000059995	Atxn7l3	NM_001098836	
ENSMUSG00000059995	Atxn7l3	NM_001098837	
ENSMUSG00000026447	Pik3c2b	NM_001099276	
ENSMUSG00000062232	Rapgef2	NM_001099624	
ENSMUSG00000052812	Atad2b	NM_001099628	
ENSMUSG00000048612	Myof	NM_001099634	
ENSMUSG00000057335	Cep170	NM_001099637	
ENSMUSG00000078784	1810022K09Rik	NM_001099674	
ENSMUSG00000078713	Tomm5	NM_001099675	
ENSMUSG00000079108	Srp54b	NM_001100109	
ENSMUSG00000079108	Srp54b	NM_001100110	
ENSMUSG00000094103	1700047I17Rik2	NM_001100116	
ENSMUSG00000066415	Msl2	NM_001100451	
ENSMUSG00000036568	Gltscr1l	NM_001100452	
ENSMUSG00000075376	Rc3h2	NM_001100591	
ENSMUSG00000071451	Psmg4	NM_001101430	
ENSMUSG00000055538	Zcchc24	NM_001101433	
ENSMUSG00000021057	Akap5	NM_001101471	
ENSMUSG00000033883	D3Ertd254e	NM_001101478	
ENSMUSG00000070287	Slc35g2	NM_001101483	
ENSMUSG00000046182	Gsg1l	NM_001101488	
ENSMUSG00000041117	Ccdc8	NM_001101535	
ENSMUSG00000057841	Rpl32	NM_001101561	
ENSMUSG00000086784	Isoc2a	NM_001101598	
ENSMUSG00000027522	Stx16	NM_001102423	
ENSMUSG00000067851	Arfgef1	NM_001102430	
ENSMUSG00000026781	Acbd5	NM_001102436	
ENSMUSG00000029106	Add1	NM_001102444	
ENSMUSG00000031996	Aplp2	NM_001102455	
ENSMUSG00000037458	Azin1	NM_001102458	
ENSMUSG00000079036	Alkbh1	NM_001102565	
ENSMUSG00000043719	Col6a6	NM_001102607	
ENSMUSG00000018809	Smyd4	NM_001102611	
ENSMUSG00000017176	Nt5c3b	NM_001102650	
ENSMUSG00000032485	Scap	NM_001103162	
ENSMUSG00000056851	Pcbp2	NM_001103165	
ENSMUSG00000025085	Ablim1	NM_001103177	
ENSMUSG00000025085	Ablim1	NM_001103178	
ENSMUSG00000022914	Brwd1	NM_001103179	
ENSMUSG00000058729	Lin9	NM_001103182	
ENSMUSG00000032050	Rdx	NM_001104616	
ENSMUSG00000062931	Zfp938	NM_001105557	
ENSMUSG00000026281	Dtymk	NM_001105667	
ENSMUSG00000003119	Cdk12	NM_001109626	
ENSMUSG00000036893	Ehmt1	NM_001109687	
ENSMUSG00000058318	Phf21a	NM_001109690	
ENSMUSG00000058318	Phf21a	NM_001109691	
ENSMUSG00000030057	Cnbp	NM_001109746	
ENSMUSG00000075266	Cenpw	NM_001109747	
ENSMUSG00000003166	Dgcr2	NM_001109750	
ENSMUSG00000039536	Stau1	NM_001109906	
ENSMUSG00000059208	Hnrnpm	NM_001109913	
ENSMUSG00000090698	Apold1	NM_001109914	
ENSMUSG00000043079	Synpo	NM_001109975	
ENSMUSG00000038473	Nos1ap	NM_001109985	
ENSMUSG00000042834	Nrep	NM_001109989	
ENSMUSG00000043733	Ptpn11	NM_001109992	
ENSMUSG00000036676	Tmtc3	NM_001110013	
ENSMUSG00000038299	Wdr36	NM_001110015	
ENSMUSG00000064061	Dzip3	NM_001110017	
ENSMUSG00000007050	Lsm2	NM_001110101	
ENSMUSG00000068882	Ssb	NM_001110145	
ENSMUSG00000020346	Mgat1	NM_001110149	
ENSMUSG00000020346	Mgat1	NM_001110150	
ENSMUSG00000038170	Pde4dip	NM_001110163	
ENSMUSG00000026836	Acvr1	NM_001110205	
ENSMUSG00000004056	Akt2	NM_001110208	
ENSMUSG00000018340	Anxa6	NM_001110211	
ENSMUSG00000009575	Cbx5	NM_001110216	
ENSMUSG00000078572	1810043H04Rik	NM_001110242	
ENSMUSG00000025241	Fyco1	NM_001110253	
ENSMUSG00000042210	Abhd14a	NM_001110271	
ENSMUSG00000042210	Abhd14a	NM_001110272	
ENSMUSG00000022957	Itsn1	NM_001110275	
ENSMUSG00000003308	Keap1	NM_001110307	
ENSMUSG00000046032	Snx12	NM_001110310	
ENSMUSG00000014602	Kif1a	NM_001110315	
ENSMUSG00000042508	Dmtf1	NM_001110327	
ENSMUSG00000051043	Gprc5c	NM_001110337	
ENSMUSG00000042557	Sin3a	NM_001110350	
ENSMUSG00000033808	Tmem87a	NM_001110497	
ENSMUSG00000022971	Ifnar2	NM_001110498	
ENSMUSG00000020368	Canx	NM_001110499	
ENSMUSG00000020368	Canx	NM_001110500	
