# GREAT version 4.0.4	Species assembly: mm9	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
H3K4me3Heart_30	Cops5 (-1827), Cspp1 (+1736)
H3K4me3Heart_7495	Plbd1 (+41280), Atf7ip (+101797)
H3K4me3Heart_7505	Erp27 (-8643), Arhgdib (+10933)
H3K4me3Heart_7510	Ptpro (+158703), Eps8 (+238283)
H3K4me3Heart_7511	Eps8 (+193102), Ptpro (+203884)
H3K4me3Heart_7517	Igbp1b (-50568), Rergl (+792897)
H3K4me3Heart_7521	Aebp2 (-108481), Plekha5 (+90919)
H3K4me3Heart_7524	Gm11077 (-62456), Aebp2 (+43329)
H3K4me3Heart_7528	Gm5724 (+19887), Slco1b2 (+124405)
H3K4me3Heart_7541	Etnk1 (+159982), Sox5 (+882268)
H3K4me3Heart_7545	Sox5 (-613523), Bcat1 (+225809)
H3K4me3Heart_7555	Tuba3b (-165144), Lmntd1 (-15688)
H3K4me3Heart_7556	Tuba3b (-152595), Lmntd1 (-28237)
H3K4me3Heart_7574	Far2 (-541177), Ccdc91 (+30368)
H3K4me3Heart_7590	Myadm (-24077), Nlrp12 (-15221)
H3K4me3Heart_7592	Prkcg (-5072), Myadm (+9529)
H3K4me3Heart_7594	Cacng7 (-896)
H3K4me3Heart_7596	Cacng8 (-27678), Cacng7 (+33834)
H3K4me3Heart_7600	Cacng6 (-935)
H3K4me3Heart_7601	Cacng6 (+5849), Tarm1 (+72074)
H3K4me3Heart_7607	Leng1 (-1309)
H3K4me3Heart_7619	Ppp1r12c (-8214), Tnnt1 (+6110)
H3K4me3Heart_7621	Tnnt1 (+207)
H3K4me3Heart_7622	Tnnt1 (-3420)
H3K4me3Heart_7630	Brsk1 (+16364), Tmem150b (+17790)
H3K4me3Heart_7707	Nop53 (-18264), Ehd2 (+3195)
H3K4me3Heart_7721	Bbc3 (+2753), Sae1 (+75428)
H3K4me3Heart_7725	Npas1 (+2084), Tmem160 (+21917)
H3K4me3Heart_7731	Slc1a5 (+12262), Fkrp (+21521)
H3K4me3Heart_7741	Pnmal1 (-12913), Pnmal2 (+2200)
H3K4me3Heart_7764	Dmpk (+205)
H3K4me3Heart_7771;H3K4me3Heart_7772	Gipr (+476)
H3K4me3Heart_7795	Ckm (+175)
H3K4me3Heart_7801	Exoc3l2 (+749)
H3K4me3Heart_7802	Exoc3l2 (+3010), Bloc1s3 (+16265)
H3K4me3Heart_7813	Apoc1 (-4923)
H3K4me3Heart_7907	Akt2 (-30949), Pld3 (-7391)
H3K4me3Heart_7917	Zfp974 (-4272)
H3K4me3Heart_7971	Zfp84 (-1452)
H3K4me3Heart_7981	Zfp74 (-2376)
H3K4me3Heart_8010	Etv2 (+915)
H3K4me3Heart_8015	Usf2 (+416)
H3K4me3Heart_8050	Pdcd5 (-39691), Dpy19l3 (+67242)
H3K4me3Heart_8053	Tshz3 (-625858), Zfp507 (-269271)
H3K4me3Heart_8060	Zfp536 (+206707), Tshz3 (+865137)
H3K4me3Heart_8069	Ccne1 (-59962), 1600014C10Rik (-15721)
H3K4me3Heart_8102	1700008O03Rik (+17978), Shank1 (+46799)
H3K4me3Heart_8113	Josd2 (+6512), Emc10 (+22021)
H3K4me3Heart_8114	Josd2 (+11841), Emc10 (+16692)
H3K4me3Heart_8115	Emc10 (+13931), Josd2 (+14602)
H3K4me3Heart_8123	Izumo2 (-37590), Myh14 (-5652)
H3K4me3Heart_8131	Ptov1 (+3195), Pnkp (+9452)
H3K4me3Heart_8167	Kcna7 (-596)
H3K4me3Heart_8178	Plekha4 (-2514), Ppp1r15a (+2452)
H3K4me3Heart_8194	Lmtk3 (+352)
H3K4me3Heart_8208	Nomo1 (+64472), Abcc8 (+81865)
H3K4me3Heart_8210	Otog (-2997), Ush1c (+513)
H3K4me3Heart_8224	Csrp3 (-4310)
H3K4me3Heart_8245	Nipa2 (-24247), Nipa1 (+33257)
H3K4me3Heart_8295	Lysmd4 (-178960), Adamts17 (+203913)
H3K4me3Heart_8301	Igf1r (-155870), Synm (-37215)
H3K4me3Heart_8312	Arrdc4 (-761444), Nr2f2 (+849908)
H3K4me3Heart_8324	Nr2f2 (-357925), Gm10295 (+632967)
H3K4me3Heart_8334	Rgma (+17945), Chd2 (+148281)
H3K4me3Heart_8346	St8sia2 (-408409), Slco3a1 (+132523)
H3K4me3Heart_8353	Klhl25 (-234778), Akap13 (+158026)
H3K4me3Heart_8354	Klhl25 (-233343), Akap13 (+159461)
H3K4me3Heart_8360	Agbl1 (+892962)
H3K4me3Heart_8365	Isg20 (-1184)
H3K4me3Heart_8372	Abhd2 (+2294), Rlbp1 (+111532)
H3K4me3Heart_8373	Rlbp1 (+27996), Abhd2 (+85830)
H3K4me3Heart_8374	Rlbp1 (+26935), Abhd2 (+86891)
H3K4me3Heart_8380	Polg (-112649), Rhcg (+38646)
H3K4me3Heart_8412	Blm (-52582), Crtc3 (+101297)
H3K4me3Heart_8420	Alpk3 (+123)
H3K4me3Heart_8426	BC048679 (-67626), Fsd2 (+1037)
H3K4me3Heart_8464	Hikeshi (-38082), Eed (+1716)
H3K4me3Heart_8484	Pcf11 (-37277), Rab30 (-34393)
H3K4me3Heart_8488	Ddias (-2879), Prcp (+1859)
H3K4me3Heart_8495	Gab2 (-95850), Nars2 (+34396)
H3K4me3Heart_8514	B3gnt6 (-68729), Acer3 (+41328)
H3K4me3Heart_8520	Thap12 (-24761), Emsy (-21773)
H3K4me3Heart_8524	Wnt11 (+12699), Uvrag (+289600)
H3K4me3Heart_8537	Arrb1 (+35386), Slco2b1 (+136309)
H3K4me3Heart_8562	P2ry2 (-49725), Fchsd2 (-47065)
H3K4me3Heart_8569	Gm45837 (-72578), Arap1 (+29875)
H3K4me3Heart_8581	Rnf121 (-1235), Xntrpc (+680)
H3K4me3Heart_8608	Tpp1 (-9971), Dchs1 (+25355)
H3K4me3Heart_8618	Eif3f (-4515), Nlrp10 (+256)
H3K4me3Heart_8639	Zfp143 (+521)
H3K4me3Heart_8657	Tead1 (-16010), Parva (+235805)
H3K4me3Heart_8660	Arntl (-522245), Tead1 (+5900)
H3K4me3Heart_8662	Arntl (-465310), Tead1 (+62835)
H3K4me3Heart_8663	Arntl (-463726), Tead1 (+64419)
H3K4me3Heart_8666	Arntl (-250526), Tead1 (+277619)
H3K4me3Heart_8700	Syt17 (-44909), Coq7 (+44840)
H3K4me3Heart_8712	Acsm3 (-20954), Thumpd1 (-19205)
H3K4me3Heart_8717	Abca15 (-1177)
H3K4me3Heart_8734	Gga2 (-25437), Ubfd1 (-20516)
H3K4me3Heart_8739	Chp2 (+68)
H3K4me3Heart_8741	Rbbp6 (-29692), Cacng3 (+269128)
H3K4me3Heart_8744	Tnrc6a (-105418), Rbbp6 (+76182)
H3K4me3Heart_8756	D430042O09Rik (+121927), Gsg1l (+252569)
H3K4me3Heart_8757	Gsg1l (+148671), D430042O09Rik (+225825)
H3K4me3Heart_8760	Xpo6 (-48044), Sbk1 (-24167)
H3K4me3Heart_8795	Maz (-1236)
H3K4me3Heart_8839	Prss8 (-14565), Prss36 (+2047)
H3K4me3Heart_8843	Cox6a2 (+119)
H3K4me3Heart_8850	Inpp5f (-80333), Bag3 (+7444)
H3K4me3Heart_8860	Fgfr2 (+83503), Wdr11 (+590825)
H3K4me3Heart_8861	Fgfr2 (+3674), Wdr11 (+670654)
H3K4me3Heart_8876	Bub3 (-4477)
H3K4me3Heart_8890	Ctbp2 (-106681), Tex36 (+480186)
H3K4me3Heart_8899	Ptpre (+67540), Mki67 (+111000)
H3K4me3Heart_8903	Mgmt (-886213), Mki67 (-292019)
H3K4me3Heart_8905	Mki67 (-780110), Mgmt (-398122)
H3K4me3Heart_8907	Ebf3 (+4483), Mgmt (+415351)
H3K4me3Heart_8944	Cox8b (+251)
H3K4me3Heart_8985	Muc5ac (-95433), Muc2 (+3215)
H3K4me3Heart_8993	Tnnt3 (-26381), Lsp1 (+11609)
H3K4me3Heart_8994	Tnnt3 (-23754), Lsp1 (+14236)
H3K4me3Heart_8999	Igf2 (+46555), Mrpl23 (+77929)
H3K4me3Heart_9000	Igf2 (-3397)
H3K4me3Heart_9001	Igf2 (-4992)
H3K4me3Heart_9012	Cdkn1c (+1479), Kcnq1 (+352317)
H3K4me3Heart_9057	Prr36 (+10739), Evi5l (+40006)
H3K4me3Heart_9071	Efnb2 (+219504)
H3K4me3Heart_9084	Myo16 (+91378), Irs2 (+644508)
H3K4me3Heart_9086	Irs2 (+61996), Myo16 (+673890)
H3K4me3Heart_9089	Col4a2 (-276500), Irs2 (-27847)
H3K4me3Heart_9097	Arhgef7 (-27735), 1700016D06Rik (-21620)
H3K4me3Heart_9116	Adprhl1 (+282)
H3K4me3Heart_9129	Cln8 (-204392), Dlgap2 (+587854)
H3K4me3Heart_9132	Kbtbd11 (-14817), Arhgef10 (+84545)
H3K4me3Heart_9142	Defb7 (+40352), Gm15319 (+423339)
H3K4me3Heart_9156	Smim19 (-29655), Vdac3 (+87224)
H3K4me3Heart_9157	Smim19 (-31274), Vdac3 (+85605)
H3K4me3Heart_9163	Kat6a (-618)
H3K4me3Heart_9169	Nkx6-3 (-21004), Ank1 (+157385)
H3K4me3Heart_9175	Golga7 (-131066), Sfrp1 (-23415)
H3K4me3Heart_9182	Adam5 (-97262), Adam32 (+27483)
H3K4me3Heart_9185	Tm2d2 (+10766), Htra4 (+10985)
H3K4me3Heart_9187	Htra4 (-59456), Plekha2 (+3567)
H3K4me3Heart_9190	Fgfr1 (-293761), Tacc1 (-23582)
H3K4me3Heart_9211	Zfp703 (-206589), Thap1 (+612535)
H3K4me3Heart_9216	Adgra2 (-23628), Prosc (+19658)
H3K4me3Heart_9226	Tex24 (-80679), Eif4ebp1 (+3388)
H3K4me3Heart_9227	Tex24 (-71684), Eif4ebp1 (+12383)
H3K4me3Heart_9228	Unc5d (+624936)
H3K4me3Heart_9250	Rbpms (+26660), Gtf2e2 (+171267)
H3K4me3Heart_9251	Rbpms (+5879), Gtf2e2 (+192048)
H3K4me3Heart_9252	Rbpms (+4670), Gtf2e2 (+193257)
H3K4me3Heart_9255	Rbpms (-49074), Dctn6 (+82463)
H3K4me3Heart_9258	Mboat4 (+5515), Leprotl1 (+26488)
H3K4me3Heart_9264	Dusp4 (-506739), Saraf (+145995)
H3K4me3Heart_9273	Tnks (-239639), Ppp1r3b (-170412)
H3K4me3Heart_9274	Tnks (-271720), Ppp1r3b (-138331)
H3K4me3Heart_9284	Prag1 (+1663), Lonrf1 (+153025)
H3K4me3Heart_9291	6430573F11Rik (+151105), Dlc1 (+329980)
H3K4me3Heart_9294	Dlc1 (+192474), 6430573F11Rik (+288611)
H3K4me3Heart_9295	Dlc1 (+158589), 6430573F11Rik (+322496)
H3K4me3Heart_9310	Mtus1 (+39392), Pdgfrl (+89169)
H3K4me3Heart_9319	Adam34 (-995024), Fat1 (-255697)
H3K4me3Heart_9322	Mtnr1a (-70226), Fat1 (+48703)
H3K4me3Heart_9331	Pdlim3 (-220196), Sorbs2 (+3293)
H3K4me3Heart_9333;H3K4me3Heart_9334	Ccdc110 (-46306), Pdlim3 (+2828)
H3K4me3Heart_9344	Cenpu (-52630), Acsl1 (+28389)
H3K4me3Heart_9355	Stox2 (-61589), Trappc11 (+182476)
H3K4me3Heart_9356	Stox2 (-62786), Trappc11 (+181279)
H3K4me3Heart_9362	Cldn24 (-71987), Cdkn2aip (-36225)
H3K4me3Heart_9365	Wwc2 (-4636)
H3K4me3Heart_9367	Dctd (+54810), Tenm3 (+520788)
H3K4me3Heart_9372	Tenm3 (+163395), Dctd (+412203)
H3K4me3Heart_9388	Hand2 (-700109), Fbxo8 (+69784)
H3K4me3Heart_9393	Hand2 (-3654)
H3K4me3Heart_9397	Scrg1 (-106987), Hand2 (+27953)
H3K4me3Heart_9404	Hmgb2 (+18919), Galnt7 (+122269)
H3K4me3Heart_9416	Cbr4 (-127794), Sh3rf1 (+135769)
H3K4me3Heart_9420	Palld (-137615), Ddx60 (-30385)
H3K4me3Heart_9421	Palld (-141418), Ddx60 (-26582)
H3K4me3Heart_9422	Palld (-142520), Ddx60 (-25480)
H3K4me3Heart_9424	Spock3 (-666799), Anxa10 (-161321)
H3K4me3Heart_9442	Psd3 (+25874), Nat3 (+424846)
H3K4me3Heart_9449	Csgalnact1 (+178194), Sh2d4a (+280385)
H3K4me3Heart_9453	Atp6v1b2 (-205970), Lpl (+2185)
H3K4me3Heart_9487	Tmem161a (+2086), Slc25a42 (+19748)
H3K4me3Heart_9498	Crlf1 (-3310), Tmem59l (-2490)
H3K4me3Heart_9518	Pik3r2 (-11149), Mast3 (+9084)
H3K4me3Heart_9529	Myo9b (-66985), Map1s (+299755)
H3K4me3Heart_9534	Babam1 (-1574), Ushbp1 (+520)
H3K4me3Heart_9537	Mrpl34 (-1384), Abhd8 (+115)
H3K4me3Heart_9552	Unc13a (+5817), Colgalt1 (+54916)
H3K4me3Heart_9553	Unc13a (+3276), Colgalt1 (+57457)
H3K4me3Heart_9556	Insl3 (-9415), Jak3 (+3255)
H3K4me3Heart_9558	B3gnt3 (+291)
H3K4me3Heart_9576	Smim7 (-1135), Tmem38a (+120)
H3K4me3Heart_9591	Ednra (-372632), Ttc29 (-116274)
H3K4me3Heart_9595	Lsm6 (+49618), Slc10a7 (+262187)
H3K4me3Heart_9611	Smarca5 (-90868), Gab1 (+50114)
H3K4me3Heart_9614	Gab1 (-131783), Usp38 (+2644)
H3K4me3Heart_9618	Inpp4b (+141604), Il15 (+546418)
H3K4me3Heart_9628	Ndufb7 (+9556), Tecr (+18202)
H3K4me3Heart_9675	G430095P16Rik (+19976), Nfix (+30413)
H3K4me3Heart_9706	Mylk3 (+512)
H3K4me3Heart_9707	Mylk3 (-13880), 4921524J17Rik (+53637)
H3K4me3Heart_9720	N4bp1 (-585299), Cbln1 (+2052)
H3K4me3Heart_9725	Zfp423 (+20368), 4933402J07Rik (+375374)
H3K4me3Heart_9734	Nkd1 (-111578), Brd7 (-47572)
H3K4me3Heart_9752	Rbl2 (-215085), Chd9 (+26137)
H3K4me3Heart_9759	Aktip (-153028), Rpgrip1l (+25769)
H3K4me3Heart_9762	Irx3 (+54246), Fto (+433876)
H3K4me3Heart_9766	Irx5 (-484887), Irx3 (-71255)
H3K4me3Heart_9767	Irx5 (-390566), Irx3 (-165576)
H3K4me3Heart_9768	Irx5 (-366107), Irx3 (-190035)
H3K4me3Heart_9769	Irx5 (-4124)
H3K4me3Heart_9814	Mmp15 (+8961), Cfap20 (+73640)
H3K4me3Heart_9815	Cfap20 (+7174), Mmp15 (+75427)
H3K4me3Heart_9819	Gins3 (-33634), Prss54 (-24470)
H3K4me3Heart_9847	Cdh16 (+15030), Pdp2 (+17765)
H3K4me3Heart_9901	Has3 (-151815), Tango6 (+35359)
H3K4me3Heart_9922	Psmd7 (-653045), Zfhx3 (-473117)
H3K4me3Heart_9926	Zfhx3 (-2218)
H3K4me3Heart_9935	Pmfbp1 (-35394), Zfhx3 (+743989)
H3K4me3Heart_9936	Pmfbp1 (-29966), Zfhx3 (+749417)
H3K4me3Heart_9987	Wwox (+16419)
H3K4me3Heart_10001	Plcg2 (-94382), Cmip (+146890)
H3K4me3Heart_10009	Osgin1 (-24088), Mlycd (+18152)
H3K4me3Heart_10011	Slc38a8 (+10723), Necab2 (+44256)
H3K4me3Heart_10023	Fam92b (-1754)
H3K4me3Heart_10026	Gse1 (-223942), Fam92b (-87458)
H3K4me3Heart_10030	Gse1 (+20513), Gins2 (+79925)
H3K4me3Heart_10032	Gins2 (+33215), Gse1 (+67223)
H3K4me3Heart_10037	Foxf1 (-252113), Irf8 (+95915)
H3K4me3Heart_10044	Foxc2 (+12299), 1700018B08Rik (+413484)
H3K4me3Heart_10052	Jph3 (-64845), Zcchc14 (-12817)
H3K4me3Heart_10058	Zfp469 (-225888), Banp (+93137)
H3K4me3Heart_10089	Def8 (-20543), Tubb3 (+11019)
H3K4me3Heart_10101	Acta1 (+628)
H3K4me3Heart_10116	Egln1 (-42138), Tsnax (-21605)
H3K4me3Heart_10120	Disc1 (+132873), Sipa1l2 (+305642)
H3K4me3Heart_10123	Sipa1l2 (+164594), Disc1 (+273921)
H3K4me3Heart_10124	Map10 (-130467), Sipa1l2 (-46641)
H3K4me3Heart_10130	Kcnk1 (-31117), Map3k21 (+53535)
H3K4me3Heart_10139	Tarbp1 (-113026), Irf2bp2 (+5345)
H3K4me3Heart_10141	Irf2bp2 (-67166), Rbm34 (+310477)
H3K4me3Heart_10192	Naalad2 (+11647), Chordc1 (+93624)
H3K4me3Heart_10198	Zfp426 (-27401), Zfp266 (+1274)
H3K4me3Heart_10203	Ubl5 (-1109)
H3K4me3Heart_10233	S1pr5 (-118)
H3K4me3Heart_10247	Angptl8 (-31164), Kank2 (-5800)
H3K4me3Heart_10262	Cnn1 (+617)
H3K4me3Heart_10265	Pigyl (-1024)
H3K4me3Heart_10277	Bmper (-213347), Bbs9 (+534014)
H3K4me3Heart_10279	Bmper (-139225), Bbs9 (+608136)
H3K4me3Heart_10284	Dpy19l2 (-69414), Tbx20 (+8595)
H3K4me3Heart_10285	Dpy19l2 (-70449), Tbx20 (+7560)
H3K4me3Heart_10286	Dpy19l2 (-72044), Tbx20 (+5965)
H3K4me3Heart_10288	Tbx20 (-3572)
H3K4me3Heart_10291	Sept7 (+576)
H3K4me3Heart_10303	Ntm (+368013)
H3K4me3Heart_10313	Aplp2 (-41720), Prdm10 (-27003)
H3K4me3Heart_10318	Tmem45b (-224193), Barx2 (+225031)
H3K4me3Heart_10320	Arhgap32 (-118150), Barx2 (-84524)
H3K4me3Heart_10325	Fli1 (-3957)
H3K4me3Heart_10327	Fli1 (-104956), Ets1 (-49697)
H3K4me3Heart_10331	Ets1 (+5291)
H3K4me3Heart_10342	Cdon (+3115), Ddx25 (+133758)
H3K4me3Heart_10343	Pus3 (-1038), Ddx25 (+48)
H3K4me3Heart_10350	Tmem218 (-68472), Pknox2 (-56582)
H3K4me3Heart_10386	Bsx (+3554), Jhy (+86437)
H3K4me3Heart_10390	Ubash3b (-54647), Sorl1 (+911588)
H3K4me3Heart_10396	Ubash3b (-425810), Sorl1 (+540425)
H3K4me3Heart_10411	Trim29 (-39868), Oaf (-31079)
H3K4me3Heart_10417	Mfrp (-32308), Usp2 (+2513)
H3K4me3Heart_10441	Cxcr5 (-72730), Ddx6 (-5741)
H3K4me3Heart_10457	Scn4b (-16337), Scn2b (+4224)
H3K4me3Heart_10488	Nnmt (-13588), Zbtb16 (+217204)
H3K4me3Heart_10497	Rpl10-ps3 (-117921), Plet1 (-31637)
H3K4me3Heart_10504	Dlat (-63489), Dixdc1 (+4706)
H3K4me3Heart_10511	Ppp2r1b (-3777)
H3K4me3Heart_10530	Atm (+28413), 4930550C14Rik (+103041)
H3K4me3Heart_10568	Lingo1 (+78811), Hmg20a (+187798)
H3K4me3Heart_10570	Lingo1 (-27491), Odf3l1 (+139219)
H3K4me3Heart_10597	Arid3b (-64497), Ubl7 (-9781)
H3K4me3Heart_10603	Islr (-38291), Islr2 (+4917)
H3K4me3Heart_10630	Uaca (-51150), Larp6 (+30409)
H3K4me3Heart_10657	Pias1 (-158021), Skor1 (+8080)
H3K4me3Heart_10659	Skor1 (-2094)
H3K4me3Heart_10665	Smad3 (-256647), Smad6 (+7418)
H3K4me3Heart_10669	Lctl (-50032), Smad6 (-45056)
H3K4me3Heart_10684	Igdcc3 (-31689), Igdcc4 (+7979)
H3K4me3Heart_10689	Parp16 (-36342), Igdcc3 (+37651)
H3K4me3Heart_10712	Snx22 (-8842), Snx1 (+46313)
H3K4me3Heart_10722	Car12 (+34964), Aph1b (+46840)
H3K4me3Heart_10729	Tpm1 (-142829), Tln2 (+367607)
H3K4me3Heart_10730	Tpm1 (-379242), Tln2 (+131194)
H3K4me3Heart_10732	Tln2 (-110564), C2cd4b (-89170)
H3K4me3Heart_10735	C2cd4a (+14465), C2cd4b (+58428)
H3K4me3Heart_10771	Prtg (-26684), Nedd4 (+118033)
H3K4me3Heart_10772	Prtg (-6300), Nedd4 (+138417)
H3K4me3Heart_10780	Khdc3 (-35144), Rab27a (+22389)
H3K4me3Heart_10802	Hmgcll1 (-236971), Bmp5 (+2520)
H3K4me3Heart_10809	Tinag (-299188), Mlip (+2901)
H3K4me3Heart_10810	Tinag (-300198), Mlip (+1891)
H3K4me3Heart_10811	Mlip (+131)
H3K4me3Heart_10812	Mlip (-4741)
H3K4me3Heart_10813	Mlip (-37817), Lrrc1 (+159183)
H3K4me3Heart_10815	Klhl31 (+74)
H3K4me3Heart_10831	Eef1a1 (+2017), Mto1 (+31499)
H3K4me3Heart_10843	Tmem30a (-181934), Filip1 (+2440)
H3K4me3Heart_10847	Myo6 (+167396), Impg1 (+178811)
H3K4me3Heart_10861	Bckdhb (+120855)
H3K4me3Heart_10862	Gm11114 (-222229)
H3K4me3Heart_10863	Fam46a (+790)
H3K4me3Heart_10866	Ube2cbp (+26157), Tpbg (+596413)
H3K4me3Heart_10885	Syncrip (-583)
H3K4me3Heart_10892	Ctsh (-143144), Rasgrf1 (+1348)
H3K4me3Heart_10898	Zic1 (+10008)
H3K4me3Heart_10903	Plscr2 (+541)
H3K4me3Heart_10909	Chst2 (+150208), Slc9a9 (+587153)
H3K4me3Heart_10932	Rasa2 (-109109), Zbtb38 (+12105)
H3K4me3Heart_10933	Zbtb38 (+456)
H3K4me3Heart_10938	Spsb4 (-38061), Slc25a36 (+54253)
H3K4me3Heart_10940	Slc25a36 (-2149)
H3K4me3Heart_10957	Cldn18 (+27646), Dzip1l (+52875)
H3K4me3Heart_10968;H3K4me3Heart_10969	Ppp2r3a (+55626), Msl2 (+120085)
H3K4me3Heart_10970;H3K4me3Heart_10971	Ppp2r3a (+53437), Msl2 (+122274)
H3K4me3Heart_10989	Srprb (-6009), Gm20425 (+22161)
H3K4me3Heart_11005	Nek11 (-124625), Atp2c1 (+1108)
H3K4me3Heart_11051	Ifrd2 (+9227), Sema3b (+12284)
H3K4me3Heart_11114	Plxnb1 (+3875), Fbxw21 (+62730)
H3K4me3Heart_11124	Ptpn23 (+27413), Scap (+47441)
H3K4me3Heart_11135	Myl3 (+791)
H3K4me3Heart_11162	Ccr4 (-19286), Trim71 (+48539)
H3K4me3Heart_11175	Osbpl10 (+29530), Stt3b (+213612)
H3K4me3Heart_11178	Gadl1 (-517590), Stt3b (-80553)
H3K4me3Heart_11179	Gadl1 (-73)
H3K4me3Heart_11190	Cmc1 (-303684), Eomes (-24580)
H3K4me3Heart_11197	Vill (-50418), Ctdspl (+75907)
H3K4me3Heart_11209	Scn5a (-10130), Scn10a (+105214)
H3K4me3Heart_11212	Csrnp1 (+13982), Ttc21a (+25662)
H3K4me3Heart_11216	Xirp1 (+156)
H3K4me3Heart_11217	Xirp1 (-4263)
H3K4me3Heart_11229	Ctnnb1 (-313478), Rpl14 (+48408)
H3K4me3Heart_11233	Ctnnb1 (-63550), Rpl14 (+298336)
H3K4me3Heart_11240	Cck (+18048), Trak1 (+180089)
H3K4me3Heart_11249	Hhatl (+340)
H3K4me3Heart_20143	Dgkk (-201884), Shroom4 (+177576)
H3K4me3Heart_20147	Clcn5 (-126284), Usp27x (+60832)
H3K4me3Heart_20196	H2al1j (-239697), Mid1ip1 (+370735)
H3K4me3Heart_20206	Atp6ap2 (-464689), Bcor (-42559)
H3K4me3Heart_20234	Gpr34 (-162256), Nyx (+3723)
H3K4me3Heart_20250	Rbm10 (-562), Ndufb11 (+559)
H3K4me3Heart_20269	Gm4907 (-20943), Wdr44 (+130710)
H3K4me3Heart_20297	6030498E09Rik (+210)
H3K4me3Heart_20301	Stag2 (-1835)
H3K4me3Heart_20321	Elf4 (+53556), Bcorl1 (+59255)
H3K4me3Heart_20334	Olfr1321 (-59329), Igsf1 (+10421)
H3K4me3Heart_20338	Stk26 (-260507), Olfr1324 (-153958)
H3K4me3Heart_20363	Xlr (-178310)
H3K4me3Heart_20372	Arhgef6 (+13654), Cd40lg (+112932)
H3K4me3Heart_20383	Fgf13 (-450965), F9 (-414063)
H3K4me3Heart_20388	Atp11c (-125610), Sox3 (+175122)
H3K4me3Heart_20426	Srpk3 (+134)
H3K4me3Heart_20478	Mageb18 (-470518), Arx (-216417)
H3K4me3Heart_20492	Apoo (-894), Fam90a1b (+517)
H3K4me3Heart_20522	Tmem28 (-246232), Pja1 (-104117)
H3K4me3Heart_20529	Dlg3 (-26519), Gdpd2 (+11288)
H3K4me3Heart_20533	Dlg3 (+11347), Tex11 (+280571)
H3K4me3Heart_20544	Itgb1bp2 (+385)
H3K4me3Heart_20551	Rgag4 (+52724), Nhsl2 (+168904)
H3K4me3Heart_20570	Zcchc13 (-8542), Tsx (+207577)
H3K4me3Heart_20589	Atp7a (-10104), Cox7b (+1518)
H3K4me3Heart_20605	Cylc1 (-293532), Pou3f4 (+2536)
H3K4me3Heart_20616	Nap1l3 (+917673)
H3K4me3Heart_20633	Armcx4 (-1102)
H3K4me3Heart_20694	Ammecr1 (+140648), Tmem164 (+144662)
H3K4me3Heart_20750	Smpx (+377)
H3K4me3Heart_20751	Klhl34 (-116790), Smpx (+2518)
H3K4me3Heart_20759	Map3k15 (-45141), Sh3kbp1 (+315751)
H3K4me3Heart_20782	Bmx (+135)
H3K4me3Heart_20794	Egfl6 (-60150), Tmsb4x (+563445)
H3K4me3Heart_20801	Msl3 (-104964), Arhgap6 (-16237)

